id,event_id,latitude,longitude,type,area,date_time,event_url,sf_event_guid,sf_server,sf_stream_name
SF11C90479020788938980,SF11E528205,47.649,-100.911,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/89db4426-6972-42ac-8510-bafc1169ac1e,89db4426-6972-42ac-8510-bafc1169ac1e,playground.dri.edu,realtime
SF11C90479120788938980,SF11E527897,37.335,-101.643,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/ac0d48bc-f2e6-4fc7-9967-4008ee39dbbc,ac0d48bc-f2e6-4fc7-9967-4008ee39dbbc,playground.dri.edu,realtime
SF11C90479220788938980,SF11E527821,39.901,-101.987,RX,149.999999627,201404250000Z,http://playground.dri.edu/smartfire/events/06246be8-3160-4b4e-93c0-a88d4e2c0e0c,06246be8-3160-4b4e-93c0-a88d4e2c0e0c,playground.dri.edu,realtime
SF11C90479320788938980,SF11E528391,32.512,-102.617,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/b8cb702e-df5e-4986-955b-c2a280e4d646,b8cb702e-df5e-4986-955b-c2a280e4d646,playground.dri.edu,realtime
SF11C90479420788938980,SF11E528002,48.794,-101.889,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/915194af-1c87-4af1-89e7-e179789c191b,915194af-1c87-4af1-89e7-e179789c191b,playground.dri.edu,realtime
SF11C90479520788938980,SF11E528245,48.287,-102.322,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/94588da3-fcfe-47b5-b7b3-2e090ec41316,94588da3-fcfe-47b5-b7b3-2e090ec41316,playground.dri.edu,realtime
SF11C90479620788938980,SF11E527855,48.388,-102.885,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/798d2a0c-5c27-40dd-9f7f-6f4acea0cf98,798d2a0c-5c27-40dd-9f7f-6f4acea0cf98,playground.dri.edu,realtime
SF11C90479720788938980,SF11E527616,49.378,-103.239,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/8d6b0822-aaa3-4a7c-bd1e-212cee337f40,8d6b0822-aaa3-4a7c-bd1e-212cee337f40,playground.dri.edu,realtime
SF11C90479820788938980,SF11E528413,48.058,-105.613,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/dc38a4b5-7a75-411e-8f99-91c69e5f1944,dc38a4b5-7a75-411e-8f99-91c69e5f1944,playground.dri.edu,realtime
SF11C90479920788938980,SF11E527687,47.329,-105.941,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/f1861f52-53d4-475b-b13d-e7b5cf756958,f1861f52-53d4-475b-b13d-e7b5cf756958,playground.dri.edu,realtime
SF11C90480020788938980,SF11E527925,45.346,-106.302,RX,69.9999998261,201404250000Z,http://playground.dri.edu/smartfire/events/b781332d-161c-405e-bfbb-d02dcdae9199,b781332d-161c-405e-bfbb-d02dcdae9199,playground.dri.edu,realtime
SF11C90480120788938980,SF11E528626,38.418,-106.194,RX,45.9999998858,201404250000Z,http://playground.dri.edu/smartfire/events/e5569960-1bc5-4527-a593-f1f6405ce298,e5569960-1bc5-4527-a593-f1f6405ce298,playground.dri.edu,realtime
SF11C90480220788938980,SF11E528767,47.001,-108.147,RX,149.999999627,201404250000Z,http://playground.dri.edu/smartfire/events/78a7119d-9c06-4841-9064-cdef23c0d7c0,78a7119d-9c06-4841-9064-cdef23c0d7c0,playground.dri.edu,realtime
SF11C90480320788938980,SF11E527409,48.844,-108.47,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/788759de-800e-44cc-a5dd-5ed819cd584e,788759de-800e-44cc-a5dd-5ed819cd584e,playground.dri.edu,realtime
SF11C90480420788938980,SF11E528383,45.694,-108.867,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/6c05222b-733f-4e9c-9de3-9f8c13dc6c59,6c05222b-733f-4e9c-9de3-9f8c13dc6c59,playground.dri.edu,realtime
SF11C90480520788938980,SF11E528497,47.649,-110.928,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/3d38b58c-1843-4320-96be-27d77bef6c2a,3d38b58c-1843-4320-96be-27d77bef6c2a,playground.dri.edu,realtime
SF11C90480620788938980,SF11E528774,47.646,-111.873,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/25f86f6e-de49-48d0-8a59-bcf3a5e24070,25f86f6e-de49-48d0-8a59-bcf3a5e24070,playground.dri.edu,realtime
SF11C90480720788938980,SF11E527483,48.298,-112.483,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/21064a94-077c-459f-b7b9-259f66518341,21064a94-077c-459f-b7b9-259f66518341,playground.dri.edu,realtime
SF11C90480820788938980,SF11E528015,41.529,-98.415,RX,149.999999627,201404250000Z,http://playground.dri.edu/smartfire/events/f6892208-d26e-463c-a459-d13185e14781,f6892208-d26e-463c-a459-d13185e14781,playground.dri.edu,realtime
SF11C90480920788938980,SF11E528887,37.746,-96.301,RX,150.226852257,201404250000Z,http://playground.dri.edu/smartfire/events/6c1fd7fa-b0a0-4102-b757-79fe95209050,6c1fd7fa-b0a0-4102-b757-79fe95209050,playground.dri.edu,realtime
SF11C90481020788938980,SF11E528887,37.635,-95.956,RX,150.226852257,201404250000Z,http://playground.dri.edu/smartfire/events/6c1fd7fa-b0a0-4102-b757-79fe95209050,6c1fd7fa-b0a0-4102-b757-79fe95209050,playground.dri.edu,realtime
SF11C90481120788938980,SF11E527548,38.162,-95.552,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/e8697b03-fbb1-4f6d-a527-9103429a07a8,e8697b03-fbb1-4f6d-a527-9103429a07a8,playground.dri.edu,realtime
SF11C90481220788938980,SF11E528698,48.514,-105.753,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/133c72c4-03a6-4ce9-9564-7aefa8a63b02,133c72c4-03a6-4ce9-9564-7aefa8a63b02,playground.dri.edu,realtime
SF11C90481320788938980,SF11E527778,45.912,-98.513,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/e476f975-5de6-4a08-a129-852942ee71f3,e476f975-5de6-4a08-a129-852942ee71f3,playground.dri.edu,realtime
SF11C90481420788938980,SF11E527712,36.915,-92.654,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/a8bc0155-eb5a-4f79-b298-274404dd0285,a8bc0155-eb5a-4f79-b298-274404dd0285,playground.dri.edu,realtime
SF11C90481520788938980,SF11E528414,37.385,-93.57,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/6933bcea-5197-4cb3-b172-2a0110137294,6933bcea-5197-4cb3-b172-2a0110137294,playground.dri.edu,realtime
SF11C90481620788938980,SF11E528448,20.812,-156.498,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/e0489c07-2298-4317-b156-1a757e6fa3f4,e0489c07-2298-4317-b156-1a757e6fa3f4,playground.dri.edu,realtime
SF11C90481720788938980,SF11E527692,29.932,-111.667,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/e6d29f59-b9db-4f3b-87bd-3c67aa308991,e6d29f59-b9db-4f3b-87bd-3c67aa308991,playground.dri.edu,realtime
SF11C90481820788938980,SF11E528472,29.509,-114.436,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/ce91f389-3222-4f39-a29f-549b130a43d1,ce91f389-3222-4f39-a29f-549b130a43d1,playground.dri.edu,realtime
SF11C90481920788938980,SF11E527324,23.09,-100.981,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/d75b4d40-cbaf-4a0c-b8d3-d003d345e71e,d75b4d40-cbaf-4a0c-b8d3-d003d345e71e,playground.dri.edu,realtime
SF11C90482020788938980,SF11E527365,23.542,-100.242,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/9b432128-1535-48f5-86cf-bc38637feeb0,9b432128-1535-48f5-86cf-bc38637feeb0,playground.dri.edu,realtime
SF11C90482120788938980,SF11E527840,23.891,-101.511,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/51e8e0bc-63b3-4686-86d5-035741bb585e,51e8e0bc-63b3-4686-86d5-035741bb585e,playground.dri.edu,realtime
SF11C90482220788938980,SF11E528109,22.169,-99.237,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/e33dcc3a-aa2d-4214-9593-6f47cf0514a3,e33dcc3a-aa2d-4214-9593-6f47cf0514a3,playground.dri.edu,realtime
SF11C90482320788938980,SF11E528597,20.97,-102.007,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/0357ecf8-4b9f-4106-ac8b-f158d9e73675,0357ecf8-4b9f-4106-ac8b-f158d9e73675,playground.dri.edu,realtime
SF11C90482420788938980,SF11E528340,16.491,-97.989,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/66b811cb-cec5-4dab-ba9e-c118e1315a17,66b811cb-cec5-4dab-ba9e-c118e1315a17,playground.dri.edu,realtime
SF11C90482520788938980,SF11E528293,18.68,-96.629,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/382311ed-5a41-4ea9-85e5-5c532b6480fe,382311ed-5a41-4ea9-85e5-5c532b6480fe,playground.dri.edu,realtime
SF11C90482620788938980,SF11E528224,16.534,-94.754,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/139ab4ca-8961-4954-99e0-b120ce160e23,139ab4ca-8961-4954-99e0-b120ce160e23,playground.dri.edu,realtime
SF11C90482720788938980,SF11E539585,18.2,-91.246,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/1dde7064-4bed-4674-a9a1-ceeb615b5ef7,1dde7064-4bed-4674-a9a1-ceeb615b5ef7,playground.dri.edu,realtime
SF11C90482820788938980,SF11E518529,19.303,-90.577,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/ed2eb5ab-604b-4b63-98dc-408d979e541f,ed2eb5ab-604b-4b63-98dc-408d979e541f,playground.dri.edu,realtime
SF11C90482920788938980,SF11E512827,16.59,-91.615,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/caa0c8a5-8046-4306-86b0-86ef299b965e,caa0c8a5-8046-4306-86b0-86ef299b965e,playground.dri.edu,realtime
SF11C90483020788938980,SF11E527360,18.561,-90.254,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/5214c76a-bc4e-4f2b-b42d-a8f923543043,5214c76a-bc4e-4f2b-b42d-a8f923543043,playground.dri.edu,realtime
SF11C90483120788938980,SF11E528342,16.983,-90.677,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/5bf06914-cc67-485b-a1f0-8ac18d75779d,5bf06914-cc67-485b-a1f0-8ac18d75779d,playground.dri.edu,realtime
SF11C90483220788938980,SF11E528332,18.725,-90.919,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/6694dcaa-df09-4b4d-bc0e-f196b1c68bc4,6694dcaa-df09-4b4d-bc0e-f196b1c68bc4,playground.dri.edu,realtime
SF11C90483320788938980,SF11E528540,12.846,-85.721,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/383da098-2758-4219-9451-6a6b9b365d03,383da098-2758-4219-9451-6a6b9b365d03,playground.dri.edu,realtime
SF11C90483420788938980,SF11E527524,12.859,-87.104,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/cda0ca43-a355-457f-bcb9-e6b1165f3e00,cda0ca43-a355-457f-bcb9-e6b1165f3e00,playground.dri.edu,realtime
SF11C90483520788938980,SF11E527959,11.53,-86.09,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/b651ec88-388e-4a6a-9730-58d52a2c689a,b651ec88-388e-4a6a-9730-58d52a2c689a,playground.dri.edu,realtime
SF11C90483620788938980,SF11E527577,12.725,-86.904,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/eb9f7ca6-a3d5-47f0-a751-3ef0c5f75c80,eb9f7ca6-a3d5-47f0-a751-3ef0c5f75c80,playground.dri.edu,realtime
SF11C90483720788938980,SF11E521494,13.448,-83.916,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/722a9258-6727-43c1-a8c3-7f4b0974e80b,722a9258-6727-43c1-a8c3-7f4b0974e80b,playground.dri.edu,realtime
SF11C90483820788938980,SF11E527878,9.344,-78.958,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/729bfb02-0e68-459a-85dc-23c8863cf047,729bfb02-0e68-459a-85dc-23c8863cf047,playground.dri.edu,realtime
SF11C90483920788938980,SF11E527913,20.679,-75.963,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/38841e6f-79fa-4915-a784-891984a56097,38841e6f-79fa-4915-a784-891984a56097,playground.dri.edu,realtime
SF11C90484020788938980,SF11E527842,21.755,-78.262,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/65524666-2b59-43c3-a5eb-c1130313e638,65524666-2b59-43c3-a5eb-c1130313e638,playground.dri.edu,realtime
SF11C90484120788938980,SF11E528657,8.696,-82.271,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/28cdae12-fbfc-4f01-8470-708823d1e0da,28cdae12-fbfc-4f01-8470-708823d1e0da,playground.dri.edu,realtime
SF11C90484220788938980,SF11E527929,21.186,-104.621,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/e1893b8d-d172-4756-ade3-36da895ca85a,e1893b8d-d172-4756-ade3-36da895ca85a,playground.dri.edu,realtime
SF11C90484320788938980,SF11E527529,19.403,-90.518,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/9a6383e7-0e11-4ed2-9651-dd358e283077,9a6383e7-0e11-4ed2-9651-dd358e283077,playground.dri.edu,realtime
SF11C90484420788938980,SF11E537565,16.271,-90.555,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/a0cd3009-36a8-4003-89c8-1d6125826b65,a0cd3009-36a8-4003-89c8-1d6125826b65,playground.dri.edu,realtime
SF11C90484520788938980,SF11E528888,16.366,-90.434,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/5bfae389-8b07-4f66-8cff-c9ce7090f565,5bfae389-8b07-4f66-8cff-c9ce7090f565,playground.dri.edu,realtime
SF11C90484620788938980,SF11E527910,18.177,-88.638,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/142b87a0-9009-4d25-ae00-f1036374b7da,142b87a0-9009-4d25-ae00-f1036374b7da,playground.dri.edu,realtime
SF11C90484720788938980,SF11E532815,17.386,-88.633,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/9f0f3db2-daaf-41a1-aecc-071d920df95d,9f0f3db2-daaf-41a1-aecc-071d920df95d,playground.dri.edu,realtime
SF11C90484820788938980,SF11E532815,17.338,-88.71,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/9f0f3db2-daaf-41a1-aecc-071d920df95d,9f0f3db2-daaf-41a1-aecc-071d920df95d,playground.dri.edu,realtime
SF11C90484920788938980,SF11E518520,17.021,-89.342,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/becc045e-6d05-41fc-8890-283cd753bb0d,becc045e-6d05-41fc-8890-283cd753bb0d,playground.dri.edu,realtime
SF11C90485020788938980,SF11E524308,16.376,-90.59,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/35acc17a-0577-4fa9-a898-006bf545b271,35acc17a-0577-4fa9-a898-006bf545b271,playground.dri.edu,realtime
SF11C90485120788938980,SF11E521106,16.346,-90.522,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/27785f03-66bd-4390-adac-5182dfe7bbbd,27785f03-66bd-4390-adac-5182dfe7bbbd,playground.dri.edu,realtime
SF11C90485220788938980,SF11E537565,16.292,-90.569,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/a0cd3009-36a8-4003-89c8-1d6125826b65,a0cd3009-36a8-4003-89c8-1d6125826b65,playground.dri.edu,realtime
SF11C90485320788938980,SF11E537565,16.195,-90.579,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/a0cd3009-36a8-4003-89c8-1d6125826b65,a0cd3009-36a8-4003-89c8-1d6125826b65,playground.dri.edu,realtime
SF11C90485420788938980,SF11E528522,16.211,-90.224,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/4f87d6b1-12e1-49f1-829b-40383ca676ef,4f87d6b1-12e1-49f1-829b-40383ca676ef,playground.dri.edu,realtime
SF11C90485520788938980,SF11E535679,16.375,-90.192,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/8b5767ae-3d6f-4a65-9feb-899bd28d4d11,8b5767ae-3d6f-4a65-9feb-899bd28d4d11,playground.dri.edu,realtime
SF11C90485620788938980,SF11E528274,16.622,-92.831,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/9649fd62-a6dc-464b-97e8-c2cbf0316dca,9649fd62-a6dc-464b-97e8-c2cbf0316dca,playground.dri.edu,realtime
SF11C90485720788938980,SF11E527639,15.18,-90.518,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/7fd080d8-8941-4d09-b29e-1778cd9abb88,7fd080d8-8941-4d09-b29e-1778cd9abb88,playground.dri.edu,realtime
SF11C90485820788938980,SF11E528754,18.187,-93.997,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/2e614c4d-e72b-455b-b58a-58fc5acff738,2e614c4d-e72b-455b-b58a-58fc5acff738,playground.dri.edu,realtime
SF11C90485920788938980,SF11E528261,16.551,-97.772,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/0512a715-6100-4093-931b-e560db625a6b,0512a715-6100-4093-931b-e560db625a6b,playground.dri.edu,realtime
SF11C90486020788938980,SF11E527534,16.184,-96.457,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/b40cdee5-2a1e-40db-90de-40b1693b43d6,b40cdee5-2a1e-40db-90de-40b1693b43d6,playground.dri.edu,realtime
SF11C90486120788938980,SF11E509276,23.154,-82.324,RX,119.999999702,201404250000Z,http://playground.dri.edu/smartfire/events/5bc26b2b-e0d2-4510-ab0f-3aa0f287d88c,5bc26b2b-e0d2-4510-ab0f-3aa0f287d88c,playground.dri.edu,realtime
SF11C90486220788938980,SF11E527734,29.16,-108.108,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/390f4751-5c3b-445d-9479-c8798d5173b2,390f4751-5c3b-445d-9479-c8798d5173b2,playground.dri.edu,realtime
SF11C90486320788938980,SF11E528189,28.736,-105.421,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/ad681ba9-6294-49af-b898-a2de79cebee5,ad681ba9-6294-49af-b898-a2de79cebee5,playground.dri.edu,realtime
SF11C90486420788938980,SF11E528435,29.385,-105.164,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/7bccf458-842f-4d6d-b9ba-235a81fac4b2,7bccf458-842f-4d6d-b9ba-235a81fac4b2,playground.dri.edu,realtime
SF11C90486520788938980,SF11E527823,22.228,-99.163,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/73c49634-4347-4cd8-83b1-5072bf732bfe,73c49634-4347-4cd8-83b1-5072bf732bfe,playground.dri.edu,realtime
SF11C90486620788938980,SF11E527741,20.749,-103.658,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/5b0a0d56-0a46-4f78-9e6a-bf18488fd11a,5b0a0d56-0a46-4f78-9e6a-bf18488fd11a,playground.dri.edu,realtime
SF11C90486720788938980,SF11E527632,20.672,-103.978,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/0d6b791e-c266-4738-9dac-4bc57029bd54,0d6b791e-c266-4738-9dac-4bc57029bd54,playground.dri.edu,realtime
SF11C90486820788938980,SF11E528741,16.605,-97.685,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/252eb36d-4ce4-429e-8f9d-f627099c191d,252eb36d-4ce4-429e-8f9d-f627099c191d,playground.dri.edu,realtime
SF11C90486920788938980,SF11E527552,16.566,-97.945,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/0ceada55-ebc1-409c-8da1-af57aabd20e9,0ceada55-ebc1-409c-8da1-af57aabd20e9,playground.dri.edu,realtime
SF11C90487020788938980,SF11E527999,17.869,-93.021,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/3b3033d0-63e5-40ab-9942-1501ec6e5050,3b3033d0-63e5-40ab-9942-1501ec6e5050,playground.dri.edu,realtime
SF11C90487120788938980,SF11E528790,16.959,-97.88,RX,99.9999997516,201404250000Z,http://playground.dri.edu/smartfire/events/bcefe3b2-f9f0-4a1a-b370-fc95ed4f7be6,bcefe3b2-f9f0-4a1a-b370-fc95ed4f7be6,playground.dri.edu,realtime
