id,event_id,latitude,longitude,type,area,date_time,event_url,sf_event_guid,sf_server,sf_stream_name
SF11C92678720788822830,SF11E542399,31.468,-88.882,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/8aba59b5-1b50-49d5-a30d-bfcf924c8c39,8aba59b5-1b50-49d5-a30d-bfcf924c8c39,playground.dri.edu,realtime
SF11C92678820788822830,SF11E542369,30.998,-89.167,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/24cb752c-cb18-48d9-848f-232c4d27d393,24cb752c-cb18-48d9-848f-232c4d27d393,playground.dri.edu,realtime
SF11C92678920788822830,SF11E542301,30.568,-89.914,RX,74.9999998137,201405010000Z,http://playground.dri.edu/smartfire/events/8d72ab8c-6d28-44fc-8df3-27d492c0001a,8d72ab8c-6d28-44fc-8df3-27d492c0001a,playground.dri.edu,realtime
SF11C92679020788822830,SF11E542162,33.86,-89.399,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/9b2f7d4d-7fa4-4ed5-a265-8e883ce78910,9b2f7d4d-7fa4-4ed5-a265-8e883ce78910,playground.dri.edu,realtime
SF11C92679120788822830,SF11E542372,30.79,-90.362,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/fb3764dd-090d-4cf3-b0c6-e9575d2f2d3a,fb3764dd-090d-4cf3-b0c6-e9575d2f2d3a,playground.dri.edu,realtime
SF11C92679220788822830,SF11E542325,29.966,-92.505,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/e708d3aa-a404-4646-b76a-26ad17e734fa,e708d3aa-a404-4646-b76a-26ad17e734fa,playground.dri.edu,realtime
SF11C92679320788822830,SF11E542583,29.905,-92.55,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/7beea817-5eb8-4464-b7ca-86ab82bc167f,7beea817-5eb8-4464-b7ca-86ab82bc167f,playground.dri.edu,realtime
SF11C92679420788822830,SF11E542176,31.53,-92.484,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/46fa15d4-d6b2-4fb4-a919-32416b453f03,46fa15d4-d6b2-4fb4-a919-32416b453f03,playground.dri.edu,realtime
SF11C92679520788822830,SF11E542496,31.334,-92.838,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/9788507b-ee19-46bf-8186-149052c6542d,9788507b-ee19-46bf-8186-149052c6542d,playground.dri.edu,realtime
SF11C92679620788822830,SF11E542559,30.164,-93.172,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/f98c0bd4-6143-42b3-aeb6-a8e6cf8c90c5,f98c0bd4-6143-42b3-aeb6-a8e6cf8c90c5,playground.dri.edu,realtime
SF11C92679720788822830,SF11E542307,32.018,-92.839,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/7f4cc569-fb07-4297-aaba-73de4f2b480b,7f4cc569-fb07-4297-aaba-73de4f2b480b,playground.dri.edu,realtime
SF11C92679820788822830,SF11E541228,31.025,-93.222,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/69b42493-ce79-4d7f-8e77-87488c22471a,69b42493-ce79-4d7f-8e77-87488c22471a,playground.dri.edu,realtime
SF11C92679920788822830,SF11E542241,29.973,-93.416,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/da325c73-fc26-4697-9ce8-87e35f47a00e,da325c73-fc26-4697-9ce8-87e35f47a00e,playground.dri.edu,realtime
SF11C92680020788822830,SF11E535077,29.899,-93.44,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/cfd4c448-c55a-4eb9-9958-c85144a8bfe0,cfd4c448-c55a-4eb9-9958-c85144a8bfe0,playground.dri.edu,realtime
SF11C92680120788822830,SF11E541598,30.597,-93.365,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/a49dda48-6c94-4de8-9ad0-ef9b4dc46152,a49dda48-6c94-4de8-9ad0-ef9b4dc46152,playground.dri.edu,realtime
SF11C92680220788822830,SF11E542326,31.046,-93.456,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/db09ce54-bdb9-4c7d-b466-39b534dd6d5e,db09ce54-bdb9-4c7d-b466-39b534dd6d5e,playground.dri.edu,realtime
SF11C92680320788822830,SF11E542418,32.056,-93.669,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/7a8f1f13-0da3-4538-8e7d-5367ba107033,7a8f1f13-0da3-4538-8e7d-5367ba107033,playground.dri.edu,realtime
SF11C92680420788822830,SF11E542396,30.545,-94.113,RX,74.9999998137,201405010000Z,http://playground.dri.edu/smartfire/events/0328a184-6db8-4e9d-8698-bfc95f2c54c9,0328a184-6db8-4e9d-8698-bfc95f2c54c9,playground.dri.edu,realtime
SF11C92680520788822830,SF11E542276,31.175,-94.598,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/cc785096-533f-4d61-a277-38422ee3a7a4,cc785096-533f-4d61-a277-38422ee3a7a4,playground.dri.edu,realtime
SF11C92680620788822830,SF11E542271,33.369,-94.258,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/cf096547-6bc6-4823-b3f2-a51ecc08a32c,cf096547-6bc6-4823-b3f2-a51ecc08a32c,playground.dri.edu,realtime
SF11C92680720788822830,SF11E542525,34.486,-95.128,RX,69.9999998261,201405010000Z,http://playground.dri.edu/smartfire/events/1c5ef0d0-86a6-4632-be64-82b9410bf041,1c5ef0d0-86a6-4632-be64-82b9410bf041,playground.dri.edu,realtime
SF11C92680820788822830,SF11E542246,36.639,-95.364,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/545f3fda-9350-4de4-872b-7ba710b563cb,545f3fda-9350-4de4-872b-7ba710b563cb,playground.dri.edu,realtime
SF11C92680920788822830,SF11E542339,34.167,-96.061,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/10c79c9e-4a20-4e93-aea8-ab333f112d97,10c79c9e-4a20-4e93-aea8-ab333f112d97,playground.dri.edu,realtime
SF11C92681020788822830,SF11E542380,34.335,-96.073,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/48d270c4-a915-4c8d-a59a-24ec9c2500d2,48d270c4-a915-4c8d-a59a-24ec9c2500d2,playground.dri.edu,realtime
SF11C92681120788822830,SF11E542540,35.409,-96.006,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/c4317b27-16c2-4622-9bfc-46111fabcfba,c4317b27-16c2-4622-9bfc-46111fabcfba,playground.dri.edu,realtime
SF11C92681220788822830,SF11E541414,35.339,-96.1,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/693d56ba-fad9-4542-8d34-68d1aac4083a,693d56ba-fad9-4542-8d34-68d1aac4083a,playground.dri.edu,realtime
SF11C92681320788822830,SF11E542535,34.739,-96.195,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/10d310aa-3e94-44a9-ac7b-04c23ad7f8ce,10d310aa-3e94-44a9-ac7b-04c23ad7f8ce,playground.dri.edu,realtime
SF11C92681420788822830,SF11E528887,37.668,-96.1,RX,150.226852257,201405010000Z,http://playground.dri.edu/smartfire/events/6c1fd7fa-b0a0-4102-b757-79fe95209050,6c1fd7fa-b0a0-4102-b757-79fe95209050,playground.dri.edu,realtime
SF11C92681520788822830,SF11E542230,36.128,-96.329,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/f47c54e1-945b-48e7-8b0e-eade6fdc065c,f47c54e1-945b-48e7-8b0e-eade6fdc065c,playground.dri.edu,realtime
SF11C92681620788822830,SF11E541333,34.591,-96.832,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/84ec3ee0-9b13-4abd-8b9c-b6fa9e4fe082,84ec3ee0-9b13-4abd-8b9c-b6fa9e4fe082,playground.dri.edu,realtime
SF11C92681720788822830,SF11E542491,32.416,-97.203,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/0c4f6e2b-89ec-4ae1-be52-0c8486dabc13,0c4f6e2b-89ec-4ae1-be52-0c8486dabc13,playground.dri.edu,realtime
SF11C92681820788822830,SF11E542201,37.32,-96.745,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/fd93d397-4e20-479a-b285-1836caa714cf,fd93d397-4e20-479a-b285-1836caa714cf,playground.dri.edu,realtime
SF11C92681920788822830,SF11E542265,31.523,-97.545,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/353751cf-fd8e-4d5c-9d1b-4bc8fbf36ce4,353751cf-fd8e-4d5c-9d1b-4bc8fbf36ce4,playground.dri.edu,realtime
SF11C92682020788822830,SF11E542409,31.772,-97.63,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/07a4f4be-d651-40a0-9278-51cb40c369f0,07a4f4be-d651-40a0-9278-51cb40c369f0,playground.dri.edu,realtime
SF11C92682120788822830,SF11E542510,34.601,-97.554,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/a5623342-fb2d-4659-bbf0-64545500743b,a5623342-fb2d-4659-bbf0-64545500743b,playground.dri.edu,realtime
SF11C92682220788822830,SF11E542550,34.772,-97.854,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/9fa39f87-0631-4c26-a386-52e5a2cf534c,9fa39f87-0631-4c26-a386-52e5a2cf534c,playground.dri.edu,realtime
SF11C92682320788822830,SF11E542275,36.178,-97.756,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/ceb0c2d7-8089-4338-af2b-ad9aeb22976f,ceb0c2d7-8089-4338-af2b-ad9aeb22976f,playground.dri.edu,realtime
SF11C92682420788822830,SF11E542267,29.649,-99.034,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/4ab158d5-93bf-40ab-92cf-1a04e50f208d,4ab158d5-93bf-40ab-92cf-1a04e50f208d,playground.dri.edu,realtime
SF11C92682520788822830,SF11E542471,34.621,-99.397,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/33737758-93e2-4cdd-9928-6308fb94a40f,33737758-93e2-4cdd-9928-6308fb94a40f,playground.dri.edu,realtime
SF11C92682620788822830,SF11E542469,50.719,-97.962,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/059aeada-668b-4291-8c8a-b642b459e0ad,059aeada-668b-4291-8c8a-b642b459e0ad,playground.dri.edu,realtime
SF11C92682720788822830,SF11E542580,50.474,-99.386,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/8a27045d-32cd-43cf-8841-96382e0cde7e,8a27045d-32cd-43cf-8841-96382e0cde7e,playground.dri.edu,realtime
SF11C92682820788822830,SF11E542433,48.811,-99.823,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/6166ab80-33a8-46d3-a94f-3338d6ffe432,6166ab80-33a8-46d3-a94f-3338d6ffe432,playground.dri.edu,realtime
SF11C92682920788822830,SF11E542314,49.877,-100.068,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/bf15466f-5954-4e92-b0cb-88184f7d33f0,bf15466f-5954-4e92-b0cb-88184f7d33f0,playground.dri.edu,realtime
SF11C92683020788822830,SF11E542551,49.635,-100.23,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/d5dd95cf-2382-4135-93a6-c14adb7b164e,d5dd95cf-2382-4135-93a6-c14adb7b164e,playground.dri.edu,realtime
SF11C92683120788822830,SF11E542408,51.259,-100.594,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/84cd4cc0-bbb0-4f2c-8733-d3e828b5a41b,84cd4cc0-bbb0-4f2c-8733-d3e828b5a41b,playground.dri.edu,realtime
SF11C92683220788822830,SF11E542347,48.786,-101.273,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/08837487-2e37-424c-b8c4-1505278d65e3,08837487-2e37-424c-b8c4-1505278d65e3,playground.dri.edu,realtime
SF11C92683320788822830,SF11E542260,50.436,-101.243,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/8806a06b-4718-4c49-9b7c-578e60217e6b,8806a06b-4718-4c49-9b7c-578e60217e6b,playground.dri.edu,realtime
SF11C92683420788822830,SF11E542377,47.886,-103.985,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/d4b247ef-57ff-43dc-9f7d-e290787a148a,d4b247ef-57ff-43dc-9f7d-e290787a148a,playground.dri.edu,realtime
SF11C92683520788822830,SF11E542172,36.752,-105.662,WF,199.999999503,201405010000Z,http://playground.dri.edu/smartfire/events/317d3179-3065-4aa1-a29b-43817efed9a8,317d3179-3065-4aa1-a29b-43817efed9a8,playground.dri.edu,realtime
SF11C92683620788822830,SF11E542373,38.191,-106.889,RX,79.9999998013,201405010000Z,http://playground.dri.edu/smartfire/events/3973a7fc-be51-45e4-8b5b-45a32f0e5f0d,3973a7fc-be51-45e4-8b5b-45a32f0e5f0d,playground.dri.edu,realtime
SF11C92683720788822830,SF11E542381,41.834,-107.192,RX,199.999999503,201405010000Z,http://playground.dri.edu/smartfire/events/789befa5-ccc0-468c-91a1-90345c9b79a6,789befa5-ccc0-468c-91a1-90345c9b79a6,playground.dri.edu,realtime
SF11C92683820788822830,SF11E542184,48.426,-107.71,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/26a905ac-373a-4037-9add-04319ddaa35c,26a905ac-373a-4037-9add-04319ddaa35c,playground.dri.edu,realtime
SF11C92683920788822830,SF11E542313,52.465,-108.214,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/3e33568a-dd93-4bc6-8e37-7e826c8b66bf,3e33568a-dd93-4bc6-8e37-7e826c8b66bf,playground.dri.edu,realtime
SF11C92684020788822830,SF11E542554,48.838,-108.319,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/c9be92ae-a8a1-47c4-ad15-002b4c94135b,c9be92ae-a8a1-47c4-ad15-002b4c94135b,playground.dri.edu,realtime
SF11C92684120788822830,SF11E542385,48.463,-108.564,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/29001f6c-9d81-4b0b-9dff-7aafe1fcdcc7,29001f6c-9d81-4b0b-9dff-7aafe1fcdcc7,playground.dri.edu,realtime
SF11C92684220788822830,SF11E542305,48.187,-108.769,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/b9edf85a-4fa8-47ca-ab2c-a8c23d620c77,b9edf85a-4fa8-47ca-ab2c-a8c23d620c77,playground.dri.edu,realtime
SF11C92684320788822830,SF11E542440,48.554,-108.84,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/0a423e04-be07-4b3a-87bc-186c2bb894f0,0a423e04-be07-4b3a-87bc-186c2bb894f0,playground.dri.edu,realtime
SF11C92684420788822830,SF11E542233,47.456,-109.451,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/97f5876e-2382-4e16-aaa9-587fd7a72ef6,97f5876e-2382-4e16-aaa9-587fd7a72ef6,playground.dri.edu,realtime
SF11C92684520788822830,SF11E542202,47.595,-109.478,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/43685451-13f2-4755-bf80-e42cd45fb8bc,43685451-13f2-4755-bf80-e42cd45fb8bc,playground.dri.edu,realtime
SF11C92684620788822830,SF11E542464,47.837,-109.646,RX,199.999999503,201405010000Z,http://playground.dri.edu/smartfire/events/547da956-1770-4bc7-b235-74a2830facf1,547da956-1770-4bc7-b235-74a2830facf1,playground.dri.edu,realtime
SF11C92684720788822830,SF11E542210,47.398,-110.136,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/796133e7-5da9-4d9e-8807-82299d63eb64,796133e7-5da9-4d9e-8807-82299d63eb64,playground.dri.edu,realtime
SF11C92684820788822830,SF11E538895,52.666,-110.705,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/525aefa2-45c7-4697-ace5-ed9b45e54a01,525aefa2-45c7-4697-ace5-ed9b45e54a01,playground.dri.edu,realtime
SF11C92684920788822830,SF11E542174,47.822,-110.237,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/c980bb08-f6e3-4fb1-97fc-a3e59616992b,c980bb08-f6e3-4fb1-97fc-a3e59616992b,playground.dri.edu,realtime
SF11C92685020788822830,SF11E542311,47.592,-110.258,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/5014da3b-ead2-452c-8bb8-5d00df427e39,5014da3b-ead2-452c-8bb8-5d00df427e39,playground.dri.edu,realtime
SF11C92685120788822830,SF11E542225,46.262,-111.107,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/3cd4c7b3-770a-47f0-9021-930d8967b1cc,3cd4c7b3-770a-47f0-9021-930d8967b1cc,playground.dri.edu,realtime
SF11C92685220788822830,SF11E542386,46.685,-111.227,RX,199.999999503,201405010000Z,http://playground.dri.edu/smartfire/events/67222b9b-1de2-46e4-9b21-df2a840795e6,67222b9b-1de2-46e4-9b21-df2a840795e6,playground.dri.edu,realtime
SF11C92685320788822830,SF11E536878,33.543,-110.018,WF,79.9999998013,201405010000Z,http://playground.dri.edu/smartfire/events/18f590f6-d680-47b9-8bf2-f6a0115665bc,18f590f6-d680-47b9-8bf2-f6a0115665bc,playground.dri.edu,realtime
SF11C92685420788822830,SF11E542335,46.369,-111.35,RX,199.999999503,201405010000Z,http://playground.dri.edu/smartfire/events/a06efaa1-65b3-4853-b5ca-0697a2f185b7,a06efaa1-65b3-4853-b5ca-0697a2f185b7,playground.dri.edu,realtime
SF11C92685520788822830,SF11E542317,42.075,-110.948,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/ae0495ee-514a-4872-96f1-a08013b25ec1,ae0495ee-514a-4872-96f1-a08013b25ec1,playground.dri.edu,realtime
SF11C92685620788822830,SF11E542526,47.879,-111.651,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/a34e3656-00af-4004-83c0-ef3c67e41689,a34e3656-00af-4004-83c0-ef3c67e41689,playground.dri.edu,realtime
SF11C92685720788822830,SF11E541668,47.647,-111.858,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/2fe12741-5c6c-4a1b-8d4a-98d72d8c5fdf,2fe12741-5c6c-4a1b-8d4a-98d72d8c5fdf,playground.dri.edu,realtime
SF11C92685820788822830,SF11E542477,48.32,-111.962,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/885ecd94-cd81-4530-8a64-be8905552636,885ecd94-cd81-4530-8a64-be8905552636,playground.dri.edu,realtime
SF11C92685920788822830,SF11E538980,47.486,-112.206,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/1f975215-531a-4f24-9b8e-b6869bc191e5,1f975215-531a-4f24-9b8e-b6869bc191e5,playground.dri.edu,realtime
SF11C92686020788822830,SF11E542253,38.972,-111.216,WF,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/4b961650-6629-4186-bdf9-5a392f05b4d7,4b961650-6629-4186-bdf9-5a392f05b4d7,playground.dri.edu,realtime
SF11C92686120788822830,SF11E542427,52.296,-112.978,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/85810f25-68d3-4982-8840-bcd57518371d,85810f25-68d3-4982-8840-bcd57518371d,playground.dri.edu,realtime
SF11C92686220788822830,SF11E542523,48.356,-112.506,RX,149.999999627,201405010000Z,http://playground.dri.edu/smartfire/events/38500771-3ede-4eff-a286-cda63b034714,38500771-3ede-4eff-a286-cda63b034714,playground.dri.edu,realtime
SF11C92686320788822830,SF11E542213,47.017,-112.507,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/d3a970d9-9769-49a7-a759-c91a1d673314,d3a970d9-9769-49a7-a759-c91a1d673314,playground.dri.edu,realtime
SF11C92686420788822830,SF11E542566,37.942,-111.549,WF,79.9999998013,201405010000Z,http://playground.dri.edu/smartfire/events/4e190636-3865-4da1-a53b-ceb2c51505b3,4e190636-3865-4da1-a53b-ceb2c51505b3,playground.dri.edu,realtime
SF11C92686520788822830,SF11E542270,42.146,-112.333,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/0a479e30-88c4-4807-a5aa-7036784cfce9,0a479e30-88c4-4807-a5aa-7036784cfce9,playground.dri.edu,realtime
SF11C92686620788822830,SF11E542179,42.6,-112.405,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/a871ef0b-743b-452b-bf68-af051bb4c138,a871ef0b-743b-452b-bf68-af051bb4c138,playground.dri.edu,realtime
SF11C92686720788822830,SF11E542161,51.614,-113.938,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/9d5df7dc-5d7d-48c5-a837-bd7e42edcec8,9d5df7dc-5d7d-48c5-a837-bd7e42edcec8,playground.dri.edu,realtime
SF11C92686820788822830,SF11E542304,36.966,-112.11,WF,79.9999998013,201405010000Z,http://playground.dri.edu/smartfire/events/88ee1944-1f8e-4278-9c6e-c216bf78ebdd,88ee1944-1f8e-4278-9c6e-c216bf78ebdd,playground.dri.edu,realtime
SF11C92686920788822830,SF11E542488,50.345,-114.21,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/81ac5612-f44b-4baa-bb9d-5234ec2f0cb5,81ac5612-f44b-4baa-bb9d-5234ec2f0cb5,playground.dri.edu,realtime
SF11C92687020788822830,SF11E542558,47.219,-113.872,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/faf41c5b-59c4-4b3a-aac2-ad4ddf8bb7f4,faf41c5b-59c4-4b3a-aac2-ad4ddf8bb7f4,playground.dri.edu,realtime
SF11C92687120788822830,SF11E542518,47.172,-113.967,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/ed44321a-3741-4838-a63c-43c65f62b487,ed44321a-3741-4838-a63c-43c65f62b487,playground.dri.edu,realtime
SF11C92687220788822830,SF11E541561,48.855,-114.337,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/1ed2b9d2-fdac-49ef-90f8-7f70d2705a8d,1ed2b9d2-fdac-49ef-90f8-7f70d2705a8d,playground.dri.edu,realtime
SF11C92687320788822830,SF11E542549,47.127,-114.4,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/5d95757c-4aee-44c5-8ea1-b18ed0864ba0,5d95757c-4aee-44c5-8ea1-b18ed0864ba0,playground.dri.edu,realtime
SF11C92687420788822830,SF11E542468,46.997,-114.392,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/f5f872fb-53e1-4e45-91b2-ffbbd3034530,f5f872fb-53e1-4e45-91b2-ffbbd3034530,playground.dri.edu,realtime
SF11C92687520788822830,SF11E542235,45.841,-114.321,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/94473618-efff-412f-bc29-5a2c4547c519,94473618-efff-412f-bc29-5a2c4547c519,playground.dri.edu,realtime
SF11C92687620788822830,SF11E542256,44.822,-114.29,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/2f49dba3-b233-4b11-834f-5867f70e9a58,2f49dba3-b233-4b11-834f-5867f70e9a58,playground.dri.edu,realtime
SF11C92687720788822830,SF11E542159,47.671,-114.838,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/b37897cd-961c-4cf9-93ca-84aaa95c3573,b37897cd-961c-4cf9-93ca-84aaa95c3573,playground.dri.edu,realtime
SF11C92687820788822830,SF11E542342,36.36,-113.162,WF,79.9999998013,201405010000Z,http://playground.dri.edu/smartfire/events/788dafb6-6b85-4da1-8343-bdcdd56ae082,788dafb6-6b85-4da1-8343-bdcdd56ae082,playground.dri.edu,realtime
SF11C92687920788822830,SF11E542561,51.218,-115.775,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/b653e82b-d0e8-41ea-94e1-18e8e30472ff,b653e82b-d0e8-41ea-94e1-18e8e30472ff,playground.dri.edu,realtime
SF11C92688020788822830,SF11E542430,48.763,-115.32,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/4193312e-7da7-49d9-b75f-c98da00cdf70,4193312e-7da7-49d9-b75f-c98da00cdf70,playground.dri.edu,realtime
SF11C92688120788822830,SF11E542188,48.463,-115.306,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/713bb50f-ab59-4711-a88a-197d8df1183e,713bb50f-ab59-4711-a88a-197d8df1183e,playground.dri.edu,realtime
SF11C92688220788822830,SF11E542315,50.76,-116.086,RX,99.9999997516,201405010000Z,http://playground.dri.edu/smartfire/events/69df9caa-90c2-4984-8518-bf18e99e9a4c,69df9caa-90c2-4984-8518-bf18e99e9a4c,playground.dri.edu,realtime
SF11C92688320788822830,SF11E542376,46.631,-116.002,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/64825c9a-63ef-492e-9883-238f179edebd,64825c9a-63ef-492e-9883-238f179edebd,playground.dri.edu,realtime
SF11C92688420788822830,SF11E542283,48.686,-116.472,RX,45.9999998858,201405010000Z,http://playground.dri.edu/smartfire/events/77500fed-44a1-46b2-afb5-56daa5adee73,77500fed-44a1-46b2-afb5-56daa5adee73,playground.dri.edu,realtime
