id,event_id,latitude,longitude,type,area,date_time,state,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,canopy,fccs_number
SF11C21341620013189110,SF11E118852,48.827,-117.411,WF,20.98039221,201508010000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21341720013189110,SF11E118852,48.823,-117.447,WF,20.98039221,201508010000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21341820013189110,SF11E118852,48.822,-117.491,WF,146.862745,201508010000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21341920013189110,SF11E118852,48.854,-117.486,WF,62.9411764,201508010000Z,WA,0.3,1.2,2.5,12,7,0,1.11,0.14,14.2,2.2,0.06,9.55,70
SF11C21342020013189110,SF11E118852,48.851,-117.515,WF,62.9411764,201508010000Z,WA,0.3,1.2,2.5,12,7,0,1.11,0.14,14.2,2.2,0.06,9.55,70
SF11C21342120013189110,SF11E118852,48.797,-117.548,WF,10.49019611,201508010000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21342220013189110,SF11E118964,47.315,-118.01,AG,100,201508010000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C21342420013189110,SF11E118331,47.493,-118.725,WF,200,201508010000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C21342520013189110,SF11E118261,48.96,-119.816,WF,1013.000001,201508010000Z,WA,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C21342620013189110,SF11E118261,48.962,-119.864,WF,3292.249998,201508010000Z,WA,0.5,1,2,6.3,3.9,0.3,1,0.26,10.5,4.2,0.04,5.85,59
SF11C21342720013189110,SF11E118256,48.144,-120.455,WF,37.34635412,201508010000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C21342820013189110,SF11E118256,48.122,-120.464,WF,112.0390624,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21342920013189110,SF11E118256,48.159,-120.49,WF,37.34635412,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343020013189110,SF11E118256,48.18,-120.608,WF,12324.29683,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343120013189110,SF11E118256,48.077,-120.496,WF,112.0390624,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343220013189110,SF11E118256,48.218,-120.583,WF,37.34635412,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343320013189110,SF11E118256,48.253,-120.624,WF,37.34635412,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343420013189110,SF11E118256,48.132,-120.618,WF,37.34635412,201508010000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C21343520013189110,SF11E118256,48.182,-120.694,WF,74.69270823,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343620013189110,SF11E118256,48.235,-120.756,WF,186.7317698,201508010000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C21343720013189110,SF11E118256,48.254,-120.762,WF,37.34635412,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21343820013189110,SF11E118256,48.213,-120.764,WF,112.0390624,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21343920013189110,SF11E119860,48.477,-120.876,WF,19.71888115,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21344020013189110,SF11E118256,48.237,-120.817,WF,186.7317698,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21344120013189110,SF11E119860,48.476,-120.933,WF,197.188811,201508010000Z,WA,0.2,0.2,0.4,0.2,6,2.5,0.16,0.08,24.5,3,0.02,9.38,238
SF11C21344220013189110,SF11E119860,48.505,-120.931,WF,9.859440573,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21344320013189110,SF11E119860,48.511,-120.963,WF,19.71888115,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21344420013189110,SF11E116384,48.256,-120.975,WF,10.6,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21345120013189110,SF11E118984,47.155,-122.042,WF,100,201508010000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21345820013189110,SF11E118929,47.076,-122.225,WF,46,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21347120013189110,SF11E118248,47.705,-123.797,WF,82.79411775,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21347320013189110,SF11E118248,47.704,-123.851,WF,496.7647047,201508010000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21489020013188880,SF11E118852,48.81,-117.491,WF,146.862745,201508020000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21489520013188880,SF11E118261,48.952,-119.855,WF,253.2500003,201508020000Z,WA,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C21489720013188880,SF11E118256,48.122,-120.536,WF,2464.859365,201508020000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21489820013188880,SF11E118256,48.06,-120.517,WF,186.7317698,201508020000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21489920013188880,SF11E118256,48.178,-120.636,WF,1717.932285,201508020000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21490020013188880,SF11E118256,48.246,-120.655,WF,336.1171862,201508020000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21490120013188880,SF11E118256,48.114,-120.623,WF,336.1171862,201508020000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21490220013188880,SF11E118256,48.163,-120.708,WF,597.5416643,201508020000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C21490320013188880,SF11E118256,48.256,-120.722,WF,149.3854165,201508020000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21490420013188880,SF11E119860,48.476,-120.922,WF,9.859440573,201508020000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21490520013188880,SF11E119860,48.406,-120.915,WF,9.859440573,201508020000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21490620013188880,SF11E119860,48.423,-120.936,WF,9.859440573,201508020000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21490720013188880,SF11E119860,48.463,-120.963,WF,59.15664323,201508020000Z,WA,0.3,0.4,0.9,1.1,0,0,0,0,0.1,1.3,0,2.33,319
SF11C21492320013188880,SF11E118248,47.681,-123.818,WF,82.79411775,201508020000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21698720013188650,SF11E118852,48.809,-117.482,WF,20.98039221,201508030000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21699720013188650,SF11E118256,48.079,-120.519,WF,149.3854165,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21699820013188650,SF11E118256,48.114,-120.522,WF,37.34635412,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21699920013188650,SF11E118256,48.076,-120.579,WF,224.0781239,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21700020013188650,SF11E118256,48.286,-120.68,WF,37.34635412,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21700120013188650,SF11E118256,48.081,-120.652,WF,149.3854165,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21700220013188650,SF11E118256,48.166,-120.667,WF,149.3854165,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21700320013188650,SF11E118256,48.196,-120.668,WF,37.34635412,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21700420013188650,SF11E118256,48.136,-120.676,WF,149.3854165,201508030000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21700520013188650,SF11E119860,48.459,-120.927,WF,98.59440552,201508030000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21700620013188650,SF11E119860,48.505,-120.931,WF,9.859440573,201508030000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21704620013188650,SF11E118248,47.676,-123.834,WF,413.970587,201508030000Z,WA,1,2,4,5,5,5,0.49,0.19,15,2.25,0.06,12.35,11
SF11C21891220013188420,SF11E118852,48.808,-117.49,WF,20.98039221,201508040000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C21891920013188420,SF11E118256,48.089,-120.484,WF,81.18772634,201508040000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21892020013188420,SF11E118256,48.113,-120.567,WF,74.69270823,201508040000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21892120013188420,SF11E118256,48.27,-120.65,WF,149.3854165,201508040000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21892220013188420,SF11E118256,48.145,-120.668,WF,37.34635412,201508040000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21892320013188420,SF11E118256,48.178,-120.69,WF,149.3854165,201508040000Z,WA,0.5,1,2,6.3,3.9,0.3,1,0.26,10.5,4.2,0.04,5.85,59
SF11C21892420013188420,SF11E118256,48.223,-120.691,WF,74.69270823,201508040000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21892520013188420,SF11E119860,48.477,-120.915,WF,29.57832172,201508040000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21892620013188420,SF11E121895,45.731,-120.321,WF,2094.936709,201508040000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C21893420013188420,SF11E121077,45.688,-120.955,RX,200,201508040000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C21898320013188420,SF11E121112,46.932,-120.486,AG,100,201508040000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C21900120013188420,SF11E121895,45.758,-120.246,WF,15083.54429,201508040000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C21900220013188420,SF11E118248,47.719,-123.862,WF,165.5882355,201508040000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C21900320013188420,SF11E121127,46.65,-122.798,WF,46,201508040000Z,WA,0.2,0.8,1.3,0.5,0.5,0,1.15,0.09,5,2,0.01,13.43,305
SF11C21904420013188420,SF11E118256,48.204,-120.686,WF,37.34635412,201508040000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21904520013188420,SF11E118256,48.124,-120.601,WF,37.34635412,201508040000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C21904620013188420,SF11E118256,48.103,-120.534,WF,37.34635412,201508040000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C21904720013188420,SF11E121025,45.834,-122.017,WF,46,201508040000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C22127020013188190,SF11E118852,48.792,-117.501,WF,10.49019611,201508050000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22128320013188190,SF11E118256,48.095,-120.516,WF,37.34635412,201508050000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22128420013188190,SF11E118256,48.118,-120.569,WF,37.34635412,201508050000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C22128520013188190,SF11E118256,48.261,-120.642,WF,37.34635412,201508050000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22128620013188190,SF11E118256,48.155,-120.671,WF,37.34635412,201508050000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C22128720013188190,SF11E118256,48.175,-120.677,WF,37.34635412,201508050000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22128820013188190,SF11E121895,45.789,-120.1,WF,418.9873426,201508050000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22128920013188190,SF11E121895,45.785,-120.2,WF,837.9746851,201508050000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22129120013188190,SF11E121895,45.717,-120.326,WF,418.9873426,201508050000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22137720013188190,SF11E118256,48.085,-120.589,WF,37.34635412,201508050000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C22137820013188190,SF11E118256,48.089,-120.56,WF,37.34635412,201508050000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22386820013187960,SF11E118256,48.278,-120.663,WF,37.34635412,201508060000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22386920013187960,SF11E118256,48.186,-120.665,WF,37.34635412,201508060000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C22387020013187960,SF11E121895,45.818,-120.108,WF,837.9746851,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387120013187960,SF11E121895,45.818,-120.144,WF,1675.949366,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387220013187960,SF11E121895,45.802,-120.147,WF,837.9746851,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387320013187960,SF11E121895,45.836,-120.2,WF,837.9746851,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387420013187960,SF11E121895,45.826,-120.233,WF,1675.949366,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387520013187960,SF11E121895,45.814,-120.244,WF,1675.949366,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387620013187960,SF11E122437,45.875,-120.283,WF,837.9746851,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387720013187960,SF11E122437,45.863,-120.295,WF,837.9746851,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387820013187960,SF11E122437,45.846,-120.312,WF,1675.949366,201508060000Z,WA,0,0,0,0,0,0,1.57,0.36,0,1,0.36,0,56
SF11C22387920013187960,SF11E122475,46.499,-120.61,AG,100,201508060000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C22388820013187960,SF11E118248,47.697,-123.839,WF,82.79411775,201508060000Z,WA,1,2,4,2,3,6,3.29,0.13,8,4,0.03,20.96,2
SF11C22395220013187960,SF11E118256,48.262,-120.703,WF,37.34635412,201508060000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
